C20_hat,C21_hat,C40_hat,C42_hat,C40_normal,label
1.725819244372571,1.553237319935314,-5.801478513462955,-4.669666729049204,-2.404711910055481,1
0.6101571302095365,0.5491414171885829,-0.4872059327425484,-0.3457350777952442,-1.6156384034721258,1
0.9740447998189936,0.8766403198370942,-1.4714124685454126,-1.1108824251647316,-1.9146594905691952,1
1.4446640942734017,1.3001976848460617,-3.9245610731449383,-3.131480421937479,-2.3215193884579617,1
0.2609106005410779,0.2348195404869701,-0.06505077396777856,-0.03918252420739028,-1.1797337403686077,1
1.6593448432202955,1.493410358898266,-5.388899494929408,-4.342597877615129,-2.41624943242332,1
0.5924113071642281,0.5331701764478053,-0.4245390714294104,-0.29117763182411915,-1.4934337732406735,1
0.9524728386188483,0.8572255547569635,-1.2764776271547082,-0.9317399139981822,-1.7370926739228634,1
1.469409050463741,1.3224681454173668,-4.026064395026282,-3.205582471144077,-2.3020262796481004,1
0.2737426650027533,0.246368398502478,-0.0795927524212974,-0.051117434697029736,-1.311304412455083,1
0.2721940115753557,0.2449746104178201,-0.07493904239712608,-0.046785002020881816,-1.2487226458945004,1
1.3541999494282588,1.2187799544854327,-3.3944608584793103,-2.6975950073273416,-2.285178870740052,1
1.0675752918570198,0.9608177626713178,-1.8440769369340333,-1.4109844754962646,-1.9975469227780227,1
0.5179394202433387,0.4661454782190049,-0.2982345792077629,-0.1962953068518007,-1.3725085083216773,1
1.7147582540680648,1.5432824286612583,-5.7656069625867445,-4.648256532026814,-2.4207738012498914,1
0.2927351368164531,0.2634616231348077,-0.07943302951254623,-0.046869362588306124,-1.144369831862619,1
1.46466417075811,1.318197753682299,-3.9234844304836174,-3.1082927999046532,-2.2579316908133937,1
1.0598496480199002,0.9538646832179102,-1.80291035970848,-1.3760634746734752,-1.981529742948443,1
0.5050166108931117,0.4545149498038005,-0.22981488777966674,-0.13289901241404015,-1.1124533662944889,1
1.6832738154522122,1.514946433906991,-5.598607669854549,-4.521911589495471,-2.439413823287192,1
1.7425288138033004,1.5682759324229705,-5.907549923558862,-4.753715390123662,-2.4019416074886566,1
0.6570165670540286,0.5913149103486257,-0.489746907744423,-0.32571201537870803,-1.400664244404865,1
0.9200502219707452,0.8280451997736707,-1.3080670442703135,-0.9863999281099146,-1.9077519947397519,1
1.4471212209179352,1.3024090988261416,-3.9267593722989975,-3.130978637647212,-2.314938435940881,1
0.2832419790194745,0.25491778111752705,-0.07981564493552107,-0.049329757837551065,-1.2282528146904617,1
1.8119240862268948,1.6307316776042051,-6.363327187826173,-5.115761008011488,-2.3928707389919297,1
0.5850892166192505,0.5265802949573255,-0.38246535870417575,-0.2523801899706071,-1.3793132200936873,1
0.8952390772578225,0.8057151695320403,-1.2487752389996944,-0.9442230969289082,-1.9236284790784437,1
1.5640573624771543,1.4076516262294392,-4.556291061789363,-3.626706397204145,-2.2994347314338155,1
0.2691078607294051,0.24219707465646464,-0.08760399311504549,-0.06008475764662986,-1.493434280058278,1
1.6801261819339832,1.512113563740585,-5.563717844000957,-4.491044728857332,-2.433303490698336,1
0.5849377217491354,0.5264439495742218,-0.4040834124433583,-0.2740655998798321,-1.4580309591692182,1
0.9814791438988376,0.8833312295089539,-1.4798027767444542,-1.1137482789792634,-1.8965166864563037,1
1.3999146836164085,1.2599232152547677,-3.645824496829616,-2.901115270695781,-2.2967176193872127,1
0.28547817829111954,0.2569303604620076,-0.08167607558489379,-0.0507069152783356,-1.2372686531618595,1
1.6076908894928668,1.44692180054358,-5.034823381964022,-4.052648783423842,-2.404883929088331,1
0.6703579943953567,0.6033221949558211,-0.5014866100664039,-0.3307222706194933,-1.377719282626752,1
0.9577214227171436,0.8619492804454292,-1.3827612028784328,-1.0342136799365202,-1.8611602259003024,1
1.471675573586267,1.3245080162276404,-4.0612201407290955,-3.2382051230507174,-2.314980563901824,1
0.25519603533471186,0.2296764318012407,-0.06774114832028685,-0.04299364206907577,-1.284161630461788,1
0.2709209451155149,0.24382885060396345,-0.06384462816823003,-0.03595332793736218,-1.0738761054924908,1
1.4485625645535305,1.3037063080981772,-3.916727084847957,-3.119360353546114,-2.304431363724869,1
0.995149600738772,0.8956346406648947,-1.60055055168376,-1.2242279151005562,-1.9952973710912068,1
0.4811769093333774,0.4330592184000397,-0.20886052053001264,-0.12087865766127648,-1.1136834878019726,1
1.7260881881905352,1.5534793693714817,-5.8548700123815,-4.722705447685363,-2.42608647829238,1
0.2997644981346439,0.26978804832117953,-0.1047598693414184,-0.07061354269149075,-1.4392940673796382,1
1.39137331319113,1.2522359818720168,-3.524895968719745,-2.7892464839887694,-2.2478842617694426,1
0.9537585361198946,0.8583826825079052,-1.5118771557129007,-1.1662081245287066,-2.0518925292505563,1
0.5262386313209821,0.4736147681888839,-0.268180882499909,-0.1629485856039683,-1.1955764269109015,1
1.8175688539185195,1.6358119685266677,-6.409937251839348,-5.154585767120171,-2.3954494761211462,1
1.6868731153008074,1.5181858037707268,-5.500775748795474,-4.419470204088106,-2.3865695110370617,1
0.5811693804848141,0.5230524424363328,-0.31109742172411897,-0.1827494391751402,-1.137119070266093,1
0.8635642698054555,0.77720784282491,-1.1080439636022934,-0.8246615293301341,-1.834351855190883,1
1.4689176944510702,1.3220259250059632,-3.9549028726200377,-3.134969579252887,-2.262850585338149,1
0.1931678295721428,0.17385104661492848,-0.03034580486242437,-0.016166556917411652,-1.0040238784816948,1
1.680644077789495,1.5125796700105458,-5.539129515154643,-4.4657949989952614,-2.421056931413052,1
0.6067794275827304,0.5461014848244574,-0.40888170410226793,-0.2689728200819702,-1.3710426447339537,1
0.8890594835585544,0.8001535352026989,-1.3104662138155934,-1.01010404299954,-2.04681773725618,1
1.4432257400732198,1.2989031660658978,-3.8892990735883908,-3.0977968696006317,-2.3052487191287385,1
0.2789900058701701,0.2510910052831531,-0.09730071246658588,-0.0677232515839196,-1.5433119159522506,1
0.3033546653246518,0.2730191987921866,-0.0679464453027685,-0.032977305172560575,-0.9115497270836088,1
1.4824967601814414,1.3342470841632972,-4.0175800436968165,-3.1824173189963973,-2.2567944929053017,1
1.0847787516067835,0.9763008764461052,-1.906130794718844,-1.4589677175425664,-1.999794360568456,1
0.5417546361234142,0.4875791725110728,-0.3472829730975563,-0.23575370050829536,-1.4608082029549354,1
1.7620247248642642,1.5858222523778378,-5.985884458482473,-4.806086628689938,-2.3802321363919776,1
0.3062679019116093,0.2756411117204484,-0.07834993636847963,-0.04270592582677077,-1.0312184210758624,1
1.3746569279444352,1.2371912351499914,-3.4167884982663503,-2.69870946383901,-2.2322582016056534,1
1.0906418028763791,0.981577622588741,-1.8641197561231773,-1.4121099300942312,-1.9347484663561547,1
0.5587355492378803,0.5028619943140923,-0.3355192998336501,-0.21688884252043106,-1.3268440460930622,1
1.7986245013676443,1.61876205123088,-6.344907443569242,-5.115588406739638,-2.421359432298324,1
1.6181220056546413,1.4563098050891772,-5.07456053987549,-4.079599386305647,-2.3927145522326003,1
0.5641386439707352,0.5077247795736617,-0.3547126020359657,-0.2337766863799325,-1.3760046409650373,1
1.0212980328052343,0.9191682295247108,-1.5647393890129897,-1.1683805137244894,-1.852047007614902,1
