C20_hat,C21_hat,C40_hat,C42_hat,C40_normal
1.725819244372571,1.553237319935314,-5.801478513462955,-4.6696667290492035,-2.404711910055481
0.6101571302095365,0.5491414171885829,-0.4872059327425484,-0.3457350777952442,-1.615638403472126
0.9740447998189936,0.8766403198370942,-1.4714124685454126,-1.1108824251647316,-1.9146594905691952
1.444664094273402,1.3001976848460617,-3.9245610731449387,-3.131480421937479,-2.3215193884579617
0.2609106005410779,0.2348195404869701,-0.06505077396777856,-0.03918252420739028,-1.1797337403686077
1.6593448432202955,1.493410358898266,-5.388899494929408,-4.342597877615129,-2.41624943242332
0.5924113071642281,0.5331701764478053,-0.4245390714294104,-0.29117763182411915,-1.4934337732406735
0.9524728386188483,0.8572255547569635,-1.2764776271547082,-0.9317399139981822,-1.7370926739228634
1.469409050463741,1.3224681454173668,-4.026064395026282,-3.205582471144077,-2.3020262796481004
0.2737426650027533,0.24636839850247796,-0.0795927524212974,-0.05111743469702974,-1.311304412455083
0.2721940115753557,0.24497461041782015,-0.07493904239712607,-0.046785002020881816,-1.2487226458945004
1.3541999494282588,1.218779954485433,-3.3944608584793103,-2.6975950073273416,-2.2851788707400518
1.0675752918570198,0.9608177626713178,-1.8440769369340333,-1.4109844754962646,-1.9975469227780227
0.5179394202433387,0.46614547821900487,-0.29823457920776286,-0.1962953068518007,-1.372508508321677
1.7147582540680648,1.5432824286612583,-5.7656069625867445,-4.648256532026814,-2.420773801249891
0.2927351368164531,0.26346162313480775,-0.07943302951254622,-0.046869362588306124,-1.144369831862619
1.46466417075811,1.318197753682299,-3.9234844304836183,-3.108292799904653,-2.2579316908133937
1.0598496480199002,0.9538646832179102,-1.8029103597084797,-1.3760634746734752,-1.981529742948443
0.5050166108931117,0.4545149498038005,-0.22981488777966674,-0.13289901241404017,-1.1124533662944887
1.6832738154522122,1.514946433906991,-5.598607669854549,-4.5219115894954705,-2.439413823287192
1.7425288138033004,1.5682759324229703,-5.907549923558862,-4.753715390123662,-2.4019416074886566
0.6570165670540286,0.5913149103486257,-0.489746907744423,-0.325712015378708,-1.400664244404865
0.9200502219707453,0.8280451997736707,-1.3080670442703135,-0.9863999281099146,-1.907751994739752
1.4471212209179352,1.3024090988261416,-3.9267593722989975,-3.130978637647212,-2.314938435940881
0.2832419790194745,0.25491778111752705,-0.07981564493552107,-0.04932975783755106,-1.2282528146904617
1.8119240862268948,1.6307316776042053,-6.363327187826173,-5.115761008011489,-2.3928707389919297
0.5850892166192505,0.5265802949573255,-0.38246535870417575,-0.2523801899706071,-1.3793132200936873
0.8952390772578225,0.8057151695320403,-1.2487752389996944,-0.9442230969289082,-1.9236284790784433
1.5640573624771545,1.4076516262294392,-4.556291061789362,-3.626706397204145,-2.2994347314338155
0.2691078607294051,0.24219707465646462,-0.08760399311504549,-0.06008475764662986,-1.493434280058278
1.6801261819339832,1.512113563740585,-5.563717844000957,-4.491044728857332,-2.4333034906983357
0.5849377217491354,0.5264439495742218,-0.4040834124433583,-0.2740655998798321,-1.4580309591692182
0.9814791438988377,0.8833312295089539,-1.4798027767444542,-1.1137482789792634,-1.8965166864563034
1.3999146836164085,1.2599232152547677,-3.6458244968296163,-2.9011152706957812,-2.2967176193872127
0.28547817829111954,0.25693036046200757,-0.08167607558489379,-0.050706915278335596,-1.2372686531618595
1.6076908894928668,1.44692180054358,-5.034823381964021,-4.052648783423841,-2.404883929088331
0.6703579943953567,0.6033221949558211,-0.501486610066404,-0.33072227061949333,-1.3777192826267521
0.9577214227171436,0.8619492804454292,-1.382761202878433,-1.0342136799365202,-1.8611602259003022
1.471675573586267,1.3245080162276404,-4.061220140729095,-3.2382051230507174,-2.3149805639018237
