C20_hat,C21_hat,C40_hat,C42_hat,C40_normal
1.0973154659500606,0.9875839193550545,-2.063175382016344,-1.6056169139273284,-2.1153787023530772
1.153498331679836,1.0381484985118523,-2.351874428334212,-1.8462622358827092,-2.1822031068782857
0.3469882748618394,0.31228944737565545,-0.11486935168049026,-0.06911702378168397,-1.1778488211338034
1.5332616537812043,1.3799354884030839,-4.579500445491036,-3.6861617518878047,-2.404919468715409
0.3940434734867779,0.3546391261381001,-0.15178273509588408,-0.09278003667682458,-1.206838282622784
1.0336736758176426,0.9303063082358783,-1.8419050143931248,-1.4358821325233495,-2.128214013505744
1.1510015047215998,1.0359013542494397,-2.4296881513630364,-1.9262624550919092,-2.2641945158587315
0.3625511501947622,0.326296035175286,-0.0913924612772824,-0.04144399340441529,-0.8583942108109789
1.5494530705229093,1.3945077634706182,-4.728881540810342,-3.81657571006425,-2.431736772541776
0.3678203716325362,0.3310383344692826,-0.12311193862798248,-0.07170104482858158,-1.123423730914451
2.768346033572728,2.4915114302154553,-15.097417395622676,-12.185196286215493,-2.4320746121329724
0.9246132200369868,0.832151898033288,-1.0009963741416923,-0.6761307236081695,-1.4455305954336342
1.5030317939765807,1.3527286145789226,-3.523530828239348,-2.665071090231654,-1.925558520038583
2.4121803308475593,2.1709622977628036,-10.856283308631804,-8.645210008191224,-2.303438416452506
0.37004230140274197,0.33303807126246776,-0.12474643629215121,-0.07271254045772488,-1.1247095485855136
2.743629397781776,2.4692664580035983,-14.693524134215782,-11.833073270714273,-2.40985025254614
0.973742330547597,0.8763680974928373,-1.148004880918877,-0.7876987129247762,-1.494757067431551
1.4971077355328088,1.3473969619795279,-3.553790026485993,-2.7020840292049666,-1.9574948881476648
2.3240686571517815,2.091661791436603,-10.130587820185502,-8.078095673386494,-2.3155369699800286
0.38975447242950845,0.3507790251865576,-0.16921515036054446,-0.11148990182459875,-1.37521946405993
0.3535415292831347,0.31818737635482125,-0.07211433443929804,-0.024617521526712177,-0.7122881322368252
1.6166458662468206,1.4549812796221386,-5.173403021221973,-4.180256355617859,-2.443776596058852
0.3747257117953674,0.33725314061583067,-0.14912469738022116,-0.09576534092961414,-1.3111052911254
1.0247417317252294,0.9222675585527065,-1.7956585153128803,-1.3966221809519759,-2.111105245318182
1.1561835895891357,1.0405652306302222,-2.3664982331055198,-1.8585292458281364,-2.1855843081686115
0.3775981767007049,0.3398383590306344,-0.1302804161159844,-0.07609987055785966,-1.1280655617433146
1.5600275012809468,1.404024751152852,-4.792656604664263,-3.8678559988581704,-2.4312341363881065
0.40192143670691605,0.3617292930362244,-0.14202392072140163,-0.080638401033272,-1.085410799744878
1.1112054463987735,1.0000849017588962,-2.1620594296735023,-1.692843962913109,-2.1616923511257506
1.2443590047865172,1.1199231043078655,-2.7475193239830102,-2.1591161775215593,-2.1906063735515273
0.732245329869824,0.6590207968828417,-0.6698142486617211,-0.46606462387757763,-1.5422548403909129
